wave.pageurl,wave.time,wave.allitemcount,wave.totalelements,wave.error.count,wave.contrast.count,wave.alert.count,wave.feature.count,wave.structure.count,wave.aria.count,ipeds.schoolname,ipeds.city,ipeds.state,ipeds.degrees_awarded.predominant,ipeds.degrees_awarded.highest,ipeds.ownership,ipeds.admission_rate.overall,ipeds.online_only,ipeds.tuition.in_state,ipeds.tuition.out_of_state,ipeds.ft_faculty_rate,ipeds.institutional_characteristics.level,ipeds.endowment.begin,ipeds.size,calc.avg_net_price,calc.attendance_cost,calc.above_average_errors
gardner-webb.edu,4.24,467,958,1,28,10,17,56,355,Gardner-Webb University,Boiling Springs,NC,Bachelor's,Graduate,Private nonprofit,0.7895,Not online only,32200,32200,0.9605,4-year,65959069,1980,19785,45023,Better than Average
osuit.edu,6.83,76,556,1,3,20,8,17,27,Oklahoma State University Institute of Technology,Okmulgee,OK,Associate,Bachelor's,Public,,Not online only,5774,11384,0.6143,4-year,4088766,1987,9411,16011,Better than Average
uti.edu,5.02,1001,3355,25,26,95,59,108,688,Universal Technical Institute of Arizona Inc,Avondale,AZ,Associate,Associate,Private for-profit,,Not online only,,,,2-year,,1995,24917,28767,Better than Average
centralvirginia.edu,3.83,152,733,0,8,9,20,42,73,Central Virginia Community College,Lynchburg,VA,Certificate,Associate,Public,,Not online only,4838,10841,0.2893,2-year,1685270,1997,4556,10864,Better than Average
msmary.edu,3.74,623,1468,6,84,92,35,76,330,Mount St. Mary's University,Emmitsburg,MD,Bachelor's,Graduate,Private nonprofit,0.8175,Not online only,44750,44750,1,4-year,54459144,2009,24131,58866,Better than Average
cmcc.edu,3.23,116,974,3,3,21,23,51,15,Central Maine Community College,Auburn,ME,Associate,Associate,Public,,Not online only,3864,6744,0.3029,2-year,979013,2011,9235,14679,Better than Average
berkeleycollege.edu,6.24,233,1588,1,2,14,26,101,89,Berkeley College-Woodland Park,Woodland Park,NJ,Bachelor's,Graduate,Private for-profit,,Not online only,27600,27600,1,4-year,,2031,17721,34977,Better than Average
sjvc.edu,4.63,130,732,0,6,19,25,50,30,San Joaquin Valley College-Visalia,Visalia,CA,Certificate,Bachelor's,Private for-profit,,Not online only,,,0.3557,4-year,,2124,25530,29593,Better than Average
sjvc.edu,4.32,141,763,0,6,22,29,51,33,San Joaquin Valley College-Visalia,Visalia,CA,Certificate,Bachelor's,Private for-profit,,Not online only,,,0.3557,4-year,,2124,25530,29593,Better than Average
ucclermont.edu,4.64,1292,1736,0,7,16,37,73,1159,University of Cincinnati-Clermont College,Batavia,OH,Associate,Bachelor's,Public,,Not online only,6086,13318,0.2785,4-year,2052831,2133,10113,13732,Better than Average
holyfamily.edu,3.92,145,660,2,3,14,35,58,33,Holy Family University,Philadelphia,PA,Bachelor's,Graduate,Private nonprofit,0.7703,Not online only,31640,31640,0.2213,4-year,21322160,2141,11696,34757,Better than Average
trincoll.edu,3.52,901,3274,5,122,194,125,190,265,Trinity College,Hartford,CT,Bachelor's,Graduate,Private nonprofit,0.3775,Not online only,61370,61370,0.8203,4-year,614772658,2143,32036,76698,Better than Average
jalc.edu,2.52,72,305,6,22,8,9,22,5,John A Logan College,Carterville,IL,Associate,Associate,Public,,Not online only,4310,6980,0.3815,2-year,8505678,2157,5616,11714,Better than Average
genesee.edu,3.12,128,806,8,21,12,20,64,3,Genesee Community College,Batavia,NY,Associate,Associate,Public,,Not online only,5240,5840,0.3925,2-year,6053871,2192,7306,13930,Better than Average
lsus.edu,3.22,244,797,20,35,3,35,28,123,Louisiana State University-Shreveport,Shreveport,LA,Bachelor's,Graduate,Public,0.9073,Not online only,7327,20481,0.6873,4-year,22872674,2196,8536,19291,Better than Average
ccc.edu/colleges/daley/pages/default.aspx,8.94,315,2493,5,1,73,21,192,23,City Colleges of Chicago-Richard J Daley College,Chicago,IL,Certificate,Associate,Public,,Not online only,4380,14430,0.2385,2-year,,2203,3552,9418,Better than Average
findlay.edu,3.82,234,899,0,31,87,39,36,41,The University of Findlay,Findlay,OH,Bachelor's,Graduate,Private nonprofit,0.836,Not online only,37188,37188,0.6016,4-year,44054085,2204,22625,48309,Better than Average
evergladesuniversity.edu,9.94,710,1977,17,2,52,39,87,513,Everglades University,Boca Raton,FL,Bachelor's,Graduate,Private nonprofit,0.6042,Not online only,18920,18920,0.1965,4-year,,2212,30055,37668,Better than Average
minotstateu.edu,3.42,248,675,2,24,27,38,8,149,Minot State University,Minot,ND,Bachelor's,Graduate,Public,0.8838,Not online only,8164,8164,0.6398,4-year,33160018,2248,12993,17425,Better than Average
desales.edu,4.42,524,1739,9,22,111,30,149,203,DeSales University,Center Valley,PA,Bachelor's,Graduate,Private nonprofit,0.7822,Not online only,41000,41000,0.3629,4-year,80528940,2265,27678,55184,Better than Average
pba.edu,6.72,197,597,2,7,16,29,42,101,Palm Beach Atlantic University,West Palm Beach,FL,Bachelor's,Graduate,Private nonprofit,0.8986,Not online only,34134,34134,1,4-year,85378000,2274,27597,51321,Better than Average
shepherd.edu,3.22,660,1519,19,9,575,0,50,7,Shepherd University,Shepherdstown,WV,Bachelor's,Graduate,Public,0.9641,Not online only,7784,18224,0.5521,4-year,24124439,2299,11109,17804,Better than Average
prairiestate.edu,9.46,217,2190,6,5,48,26,88,44,Prairie State College,Chicago Heights,IL,Associate,Associate,Public,,Not online only,4176,11064,0.3766,2-year,2597029,2306,6290,14147,Better than Average
bhc.edu,7.13,1071,1790,1,15,43,21,151,840,Black Hawk College,Moline,IL,Associate,Associate,Public,,Not online only,4470,7650,0.4895,2-year,9262198,2308,4046,11484,Better than Average
augustana.edu,3.72,238,911,6,7,100,29,43,53,Augustana College,Rock Island,IL,Bachelor's,Bachelor's,Private nonprofit,0.6913,Not online only,46189,46189,0.7564,4-year,166094094,2317,23538,57422,Better than Average
caspercollege.edu,2.62,153,716,0,5,32,17,39,60,Casper College,Casper,WY,Associate,Associate,Public,,Not online only,3480,8520,0.9917,2-year,36590328,2358,8045,12349,Better than Average
udmercy.edu,27.98,109,552,1,5,33,17,27,26,University of Detroit Mercy,Detroit,MI,Bachelor's,Graduate,Private nonprofit,0.9324,Not online only,30154,30154,1,4-year,73848701,2385,17121,38881,Better than Average
franciscan.edu,7.92,296,1594,18,26,75,47,43,87,Franciscan University of Steubenville,Steubenville,OH,Bachelor's,Graduate,Private nonprofit,0.6845,Not online only,30180,30180,1,4-year,66313823,2443,18769,41280,Better than Average
uti.edu,5.02,1001,3355,25,26,95,59,108,688,Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,Orlando,FL,Certificate,Associate,Private for-profit,,Not online only,,,,2-year,,2457,23904,28844,Better than Average
lccc.wy.edu,10.06,223,741,8,25,60,45,83,2,Laramie County Community College,Cheyenne,WY,Associate,Associate,Public,,Not online only,4613,10913,1,4-year,26643302,2489,5717,11961,Better than Average
valpo.edu,4.54,117,422,3,0,36,27,26,25,Valparaiso University,Valparaiso,IN,Bachelor's,Graduate,Private nonprofit,0.9317,Not online only,44796,44796,0.693,4-year,254282000,2493,25802,55483,Better than Average
vassar.edu,5.43,147,700,8,10,24,14,47,44,Vassar College,Poughkeepsie,NY,Bachelor's,Bachelor's,Private nonprofit,0.2015,Not online only,62870,62870,0.8533,4-year,1097975650,2500,35236,77004,Better than Average
cookman.edu,4.82,96,553,17,6,13,18,22,20,Bethune-Cookman University,Daytona Beach,FL,Bachelor's,Graduate,Private nonprofit,0.9984,Not online only,14794,14794,1,4-year,28200894,2513,11854,23794,Better than Average
gordonstate.edu,4.32,632,1029,11,31,30,17,39,504,Gordon State College,Barnesville,GA,Associate,Bachelor's,Public,0.8764,Not online only,3789,10695,0.5988,4-year,3866311,2546,8925,14346,Better than Average
stkate.edu,2.22,89,1285,1,0,12,24,45,7,St Catherine University,Saint Paul,MN,Bachelor's,Graduate,Private nonprofit,0.7489,Not online only,46494,46494,0.5362,4-year,97100006,2546,19206,51940,Better than Average
ecok.edu,4.44,171,938,6,10,47,27,65,16,East Central University,Ada,OK,Bachelor's,Graduate,Public,0.6468,Not online only,7195,16555,1,4-year,35235842,2552,11157,17393,Better than Average
roosevelt.edu,3.62,277,843,4,8,169,18,54,24,Roosevelt University,Chicago,IL,Bachelor's,Graduate,Private nonprofit,0.9229,Not online only,31493,31493,0.3169,4-year,133050314,2585,24251,45697,Better than Average
sjfc.edu,5.22,103,644,4,1,12,30,33,23,St. John Fisher University,Rochester,NY,Bachelor's,Graduate,Private nonprofit,0.711,Not online only,36352,36352,1,4-year,97879974,2586,26720,48687,Better than Average
stthom.edu,4.32,103,588,0,8,18,14,31,32,University of St Thomas,Houston,TX,Bachelor's,Graduate,Private nonprofit,0.9842,Not online only,31560,31560,0.904,4-year,108166797,2603,18241,42402,Better than Average
carthage.edu,6.03,326,1063,1,4,14,23,68,216,Carthage College,Kenosha,WI,Bachelor's,Graduate,Private nonprofit,0.7569,Not online only,33000,33000,0.4948,4-year,124578458,2616,26778,45228,Better than Average
cuw.edu,3.73,185,631,7,7,3,9,53,106,Concordia University-Wisconsin,Mequon,WI,Bachelor's,Graduate,Private nonprofit,0.6859,Not online only,31952,31952,1,4-year,73129760,2628,24607,47623,Better than Average
hilo.hawaii.edu,3.94,238,756,7,9,19,37,44,122,University of Hawaii at Hilo,Hilo,HI,Bachelor's,Graduate,Public,0.9217,Not online only,7838,20798,0.7614,4-year,283538,2630,13259,20727,Better than Average
witcc.edu,4.93,115,524,0,4,21,30,11,49,Western Iowa Tech Community College,Sioux City,IA,Certificate,Associate,Public,,Not online only,4802,4826,0.2124,2-year,3031015,2657,8236,13836,Better than Average
sfccmo.edu,4.65,502,1105,41,0,100,59,60,242,State Fair Community College,Sedalia,MO,Associate,Associate,Public,,Not online only,3288,6168,0.3057,2-year,17989100,2658,6419,12392,Worse than Average
mwcc.edu,8.74,774,2424,15,8,56,103,123,469,Mount Wachusett Community College,Gardner,MA,Associate,Associate,Public,,Not online only,5668,10588,1,2-year,4675667,2679,7963,13721,Better than Average
charlestonsouthern.edu,5.43,875,2131,7,12,41,24,46,745,Charleston Southern University,Charleston,SC,Bachelor's,Graduate,Private nonprofit,0.5721,Not online only,28930,28930,0.6224,4-year,20142676,2679,17368,40591,Better than Average
johnstoncc.edu,2.92,78,443,0,1,6,21,26,24,Johnston Community College,Smithfield,NC,Associate,Associate,Public,,Not online only,2657,8801,0.3094,2-year,7184359,2682,6577,12726,Better than Average
jscc.edu,2.93,133,766,1,5,11,27,74,15,Jackson State Community College,Jackson,TN,Associate,Associate,Public,,Not online only,4618,18076,0.411,2-year,1601821,2776,7975,14559,Better than Average
canton.edu,5.02,367,1297,1,11,71,78,102,104,SUNY College of Technology at Canton,Canton,NY,Bachelor's,Bachelor's,Public,0.9521,Not online only,8689,12619,0.5867,4-year,13845850,2778,11998,20316,Better than Average
cameron.edu,4.62,146,663,0,8,37,37,36,28,Cameron University,Lawton,OK,Bachelor's,Graduate,Public,,Not online only,6450,15870,0.5882,4-year,19909230,2792,8919,16268,Better than Average
coastalcarolina.edu,6.43,135,702,0,1,14,6,46,68,Coastal Carolina Community College,Jacksonville,NC,Certificate,Associate,Public,,Not online only,2462,8606,0.376,2-year,3834954,2796,6666,14769,Better than Average
udc.edu,5.83,262,1455,16,0,43,47,79,77,University of the District of Columbia,Washington,DC,Bachelor's,Graduate,Public,,Not online only,6152,13004,0.3328,4-year,53687450,2810,16276,22626,Better than Average
utica.edu,3.82,194,765,0,3,32,37,64,58,Utica University,Utica,NY,Bachelor's,Graduate,Private nonprofit,0.8944,Not online only,24214,24214,0.4191,4-year,27110270,2810,21756,35368,Better than Average
msubillings.edu,5.56,114,687,5,4,16,20,52,17,Montana State University Billings,Billings,MT,Bachelor's,Graduate,Public,,Not online only,6022,19352,0.6323,4-year,27055408,2818,14676,17260,Better than Average
stetson.edu,2.62,197,640,2,19,16,28,50,82,Stetson University,DeLand,FL,Bachelor's,Graduate,Private nonprofit,0.9164,Not online only,50800,50800,0.6441,4-year,306140929,2826,19900,62841,Better than Average
se.edu,3.87,166,897,1,16,22,32,57,38,Southeastern Oklahoma State University,Durant,OK,Bachelor's,Graduate,Public,0.737,Not online only,6930,15870,1,4-year,27948945,2832,10426,17625,Better than Average
mvcc.edu,6.13,173,794,7,13,39,15,36,63,Mohawk Valley Community College,Utica,NY,Associate,Associate,Public,,Not online only,5500,7798,0.4906,2-year,,2856,8096,14536,Better than Average
enmu.edu,4.43,200,1565,3,0,44,34,99,20,Eastern New Mexico University-Main Campus,Portales,NM,Bachelor's,Graduate,Public,0.325,Not online only,6648,8688,0.7137,4-year,32962659,2861,4994,14319,Better than Average
catholic.edu,6.33,321,820,2,8,84,21,54,152,The Catholic University of America,Washington,DC,Bachelor's,Graduate,Private nonprofit,0.8601,Not online only,52156,52156,0.5186,4-year,266907550,2891,33452,67366,Better than Average
agmu.edu,3.04,112,715,15,4,24,13,33,23,Ana G. Mendez University,Orlando,FL,Bachelor's,Graduate,Private nonprofit,,Not online only,10384,10384,1,4-year,,2961,10876,16772,Better than Average
csp.edu,3.03,818,1122,1,3,65,22,28,699,Concordia University-Saint Paul,Saint Paul,MN,Bachelor's,Graduate,Private nonprofit,0.6789,Not online only,23900,23900,0.2675,4-year,35623629,2985,15862,31634,Better than Average
jccmi.edu,4.72,153,846,0,1,35,26,50,41,Jackson College,Jackson,MI,Associate,Bachelor's,Public,,Not online only,6420,11190,1,4-year,11044915,2989,11109,18346,Better than Average
cccc.edu,2.14,74,489,0,0,16,12,41,5,Central Carolina Community College,Sanford,NC,Associate,Associate,Public,,Not online only,2554,8698,0.3092,2-year,6287885,3014,5491,12950,Better than Average
prescott.erau.edu,3.62,242,896,0,5,72,17,76,72,Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,Bachelor's,Graduate,Private nonprofit,0.7376,Not online only,38966,38966,0.7611,4-year,51768000,3015,36270,56260,Better than Average
strayer.edu/campus-locations/north-carolina/greensboro,12.24,901,2400,5,14,45,91,79,667,Strayer University-North Carolina,Greensboro,NC,Bachelor's,Graduate,Private for-profit,,Not online only,13515,13515,0.1593,4-year,,3022,19631,25041,Better than Average
heartland.edu,7.44,119,696,0,8,5,16,54,36,Heartland Community College,Normal,IL,Associate,Associate,Public,,Not online only,5070,14550,0.2695,2-year,7867124,3023,11025,14651,Better than Average
framingham.edu,2.52,910,1986,5,1,199,22,82,601,Framingham State University,Framingham,MA,Bachelor's,Graduate,Public,0.838,Not online only,11380,17460,0.5975,4-year,47346136,3035,16513,23678,Better than Average
pvcc.edu,4.62,209,1217,3,10,62,25,64,45,Piedmont Virginia Community College,Charlottesville,VA,Certificate,Associate,Public,,Not online only,4790,10793,0.2962,2-year,11737668,3039,7193,12073,Better than Average
cps.indianatech.edu,2.92,199,703,5,8,6,28,63,89,Indiana Institute of Technology-College of Professional Studies,Fort Wayne,IN,Bachelor's,Bachelor's,Private nonprofit,,Not online only,10224,10224,,4-year,88010826,3078,18740,22887,Better than Average
acu.edu,15.79,187,833,1,5,8,11,33,129,Abilene Christian University,Abilene,TX,Bachelor's,Graduate,Private nonprofit,0.7011,Not online only,39350,39350,0.7149,4-year,443572575,3131,29300,53368,Better than Average
macc.edu,4.82,774,3144,16,89,39,13,245,372,Moberly Area Community College,Moberly,MO,Associate,Associate,Public,,Not online only,3840,7860,0.3744,2-year,3818538,3139,6962,12417,Better than Average
oru.edu,3.52,129,663,11,5,11,7,49,46,Oral Roberts University,Tulsa,OK,Bachelor's,Graduate,Private nonprofit,0.8499,Not online only,31558,31558,0.4216,4-year,45060510,3186,23385,45170,Better than Average
yorktech.edu,2.52,109,499,0,12,6,6,46,39,York Technical College,Rock Hill,SC,Certificate,Associate,Public,,Not online only,5050,10354,0.475,2-year,6402434,3215,5600,14858,Better than Average
racc.edu,2.52,139,967,12,34,37,14,35,7,Reading Area Community College,Reading,PA,Associate,Associate,Public,,Not online only,5910,11220,1,2-year,12432838,3242,8491,14462,Better than Average
purchase.edu,2.72,159,580,0,0,13,20,65,61,SUNY at Purchase College,Purchase,NY,Bachelor's,Graduate,Public,0.7541,Not online only,8953,18863,0.4067,4-year,74412640,3369,19559,28021,Better than Average
alfredstate.edu,4.93,1191,2196,33,3,73,57,112,913,SUNY College of Technology at Alfred,Alfred,NY,Associate,Bachelor's,Public,0.8209,Not online only,8857,15937,0.6911,4-year,6223493,3400,17248,24734,Worse than Average
sunybroome.edu,4.52,595,1382,1,0,39,52,42,461,SUNY Broome Community College,Binghamton,NY,Associate,Associate,Public,,Not online only,6332,11420,0.511,2-year,30045746,3422,7410,13843,Better than Average
scranton.edu,3.33,233,750,4,33,17,49,61,69,University of Scranton,Scranton,PA,Bachelor's,Graduate,Private nonprofit,0.8029,Not online only,48462,48462,0.6816,4-year,218068162,3433,34136,63802,Better than Average
siena.edu,3.83,83,1115,2,1,5,28,36,11,Siena College,Loudonville,NY,Bachelor's,Graduate,Private nonprofit,0.8283,Not online only,40960,40960,0.6343,4-year,139605938,3454,31537,59829,Better than Average
cccneb.edu,4.33,441,1005,6,5,11,42,105,272,Central Community College,Grand Island,NE,Certificate,Associate,Public,,Not online only,3210,4590,0.5452,2-year,8938465,3477,8690,12804,Better than Average
alasu.edu,17.46,2243,11440,8,1069,295,805,51,15,Alabama State University,Montgomery,AL,Bachelor's,Graduate,Public,0.9799,Not online only,11068,19396,0.6812,4-year,111315175,3495,13593,21938,Better than Average
bemidjistate.edu,2.22,77,414,2,0,8,17,37,13,Bemidji State University,Bemidji,MN,Bachelor's,Graduate,Public,0.7495,Not online only,9806,9806,0.6513,4-year,27491000,3508,16476,21352,Better than Average
virginiawestern.edu,10.65,132,852,2,1,11,11,52,55,Virginia Western Community College,Roanoke,VA,Associate,Associate,Public,,Not online only,5355,11358,0.295,2-year,17417147,3535,6042,11923,Better than Average
sagrado.edu,5.22,370,2233,1,5,49,46,113,156,Universidad del Sagrado Corazon,Santurce,PR,Bachelor's,Graduate,Private nonprofit,0.6156,Not online only,6120,6120,0.2399,4-year,22474800,3572,12301,18070,Better than Average
marin.edu,3.84,352,716,43,63,30,21,54,141,College of Marin,Kentfield,CA,Associate,Associate,Public,,Not online only,1494,9864,0.4545,2-year,1233536,3584,4937,13784,Worse than Average
mssu.edu,4.72,157,491,1,8,35,23,54,36,Missouri Southern State University,Joplin,MO,Bachelor's,Graduate,Public,0.9687,Not online only,7244,14836,0.6654,4-year,38754528,3593,9607,16181,Better than Average
sfcc.spokane.edu,4.42,188,665,19,7,14,17,46,85,Spokane Falls Community College,Spokane,WA,Associate,Bachelor's,Public,,Not online only,3826,5135,1,4-year,3034544,3646,5939,12252,Better than Average
